Customer placed order datetime,Placed order with restaurant datetime,Driver at restaurant datetime,Delivered to consumer datetime,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount,Customer placed order (minutes),Placed order with restaurant (minutes),Driver at restaurant (minutes),Delivered to consumer (minutes),Day,Time_to_Restaurant (min),Restaurant_Prep_Time (min),Total_Delivery_Time (min),DayOfWeek,IsWeekend,IsHolidayPeriod,Net_Revenue,Hour_of_Day
29 00:28:16,29 00:30:30,29 00:37:28,29 00:58:32,84,83,27600,Palo Alto,True,23.89,0.0,1.19,0.0,40348.26666666667,40350.5,40357.46666666667,40378.53333333333,29,2.233333333329938,6.966666666667152,30.266666666662786,Tuesday,0,0,23.89,0
29 00:28:45,29 00:30:42,,29 01:00:22,147,9,6502,Palo Alto,True,40.75,0.0,1.59,0.0,40348.75,40350.7,,40380.36666666667,29,1.9499999999970896,,31.616666666668607,Tuesday,0,0,40.75,0
29 00:28:50,29 00:31:03,29 00:39:06,29 01:21:39,216,69,3512,Palo Alto,True,54.94,0.0,2.25,5.98,40348.833333333336,40351.05,40359.1,40401.65,29,2.2166666666671517,8.049999999995634,52.8166666666657,Tuesday,0,0,48.959999999999994,0
29 00:29:07,29 00:50:59,29 01:23:40,29 01:41:15,98,104,94877,Palo Alto,False,41.78,0.0,4.18,0.0,40349.11666666667,40370.98333333333,40403.666666666664,40421.25,29,21.86666666666133,32.6833333333343,72.1333333333314,Tuesday,0,0,41.78,0
29 00:29:17,29 00:36:14,29 00:59:16,29 01:23:00,97,76,2696,Mountain View,True,45.42,0.0,3.62,0.0,40349.28333333333,40356.23333333333,40379.26666666667,40403.0,29,6.94999999999709,23.033333333340124,53.71666666666715,Tuesday,0,0,45.42,0
29 00:29:22,29 00:34:30,29 00:51:55,29 01:41:18,246,306,194124,Palo Alto,True,30.9,0.0,1.14,0.0,40349.36666666667,40354.5,40371.916666666664,40421.3,29,5.133333333331393,17.41666666666424,71.9333333333343,Tuesday,0,0,30.9,0
29 00:29:54,29 00:34:05,29 01:13:28,29 01:28:44,154,8,1271,Palo Alto,True,21.77,0.0,3.27,0.0,40349.9,40354.083333333336,40393.46666666667,40408.73333333333,29,4.1833333333343035,39.38333333333139,58.83333333332848,Tuesday,0,0,21.77,0
29 00:30:14,29 00:34:46,,29 00:51:36,424,100,1925,Palo Alto,True,47.81,0.0,3.0,0.0,40350.23333333333,40354.76666666667,,40371.6,29,4.533333333340124,,21.366666666668607,Tuesday,0,0,47.81,0
29 00:31:00,29 00:50:43,29 01:08:52,29 01:29:57,407,313,13952,San Jose,True,46.24,0.0,1.85,0.0,40351.0,40370.71666666667,40388.86666666667,40409.95,29,19.71666666666715,18.150000000001455,58.94999999999709,Tuesday,0,0,46.24,0
29 00:31:46,29 01:05:06,,29 02:08:38,357,8,4087,Palo Alto,False,61.41,0.0,2.54,0.0,40351.76666666667,40385.1,,40448.63333333333,29,33.33333333332848,,96.86666666666133,Tuesday,0,0,61.41,0
29 00:32:58,29 01:17:29,29 01:37:57,29 02:08:27,429,70,4087,Palo Alto,False,27.75,0.0,0.99,0.0,40352.96666666667,40397.48333333333,40417.95,40448.45,29,44.516666666662786,20.46666666666715,95.48333333332994,Tuesday,0,0,27.75,0
29 00:33:20,29 00:58:03,29 01:22:27,29 01:46:50,431,9,7582,Palo Alto,False,51.51,0.0,6.27,0.0,40353.333333333336,40378.05,40402.45,40426.833333333336,29,24.71666666666715,24.39999999999418,73.5,Tuesday,0,0,51.51,0
29 00:33:23,29 00:40:21,29 00:46:12,29 01:51:48,207,218,196916,Mountain View,True,37.75,6.0,4.38,0.0,40353.38333333333,40360.35,40366.2,40431.8,29,6.966666666667152,5.849999999998545,78.41666666667152,Tuesday,0,0,37.75,0
29 00:34:08,29 00:41:08,29 00:46:13,29 01:03:18,360,76,1930,Mountain View,True,82.45,0.0,8.25,0.0,40354.13333333333,40361.13333333333,40366.21666666667,40383.3,29,7.0,5.083333333335759,29.166666666671517,Tuesday,0,0,82.45,0
29 00:34:39,29 00:43:50,29 01:17:11,29 02:11:31,423,175,61162,San Jose,True,50.59,0.0,7.59,0.0,40354.65,40363.833333333336,40397.183333333334,40451.51666666667,29,9.183333333334303,33.349999999998545,96.8666666666686,Tuesday,0,0,50.59,0
29 00:36:31,29 00:38:06,29 00:46:06,29 01:30:00,99,68,107652,Palo Alto,True,21.22,6.0,1.4,0.0,40356.51666666667,40358.1,40366.1,40410.0,29,1.5833333333284827,8.0,53.48333333332994,Tuesday,0,0,21.22,0
29 00:37:38,29 00:40:29,29 01:01:42,29 01:25:23,141,353,2469,Mountain View,True,34.82,0.0,2.0,0.0,40357.63333333333,40360.48333333333,40381.7,40405.38333333333,29,2.849999999998545,21.21666666666715,47.75,Tuesday,0,0,34.82,0
29 00:38:30,29 00:45:34,,29 01:26:50,248,264,6896,Mountain View,True,30.96,0.0,2.29,0.0,40358.5,40365.566666666666,,40406.833333333336,29,7.0666666666656965,,48.33333333333576,Tuesday,0,0,30.96,0
29 00:38:32,29 00:46:09,29 01:25:05,29 01:28:00,274,77,3259,Mountain View,True,86.86,0.0,4.34,0.0,40358.53333333333,40366.15,40405.083333333336,40408.0,29,7.616666666668607,38.9333333333343,49.46666666666715,Tuesday,0,0,86.86,0
29 00:38:58,29 01:05:01,29 01:34:35,29 02:03:43,413,8,4181,Palo Alto,False,58.64,0.0,0.0,0.0,40358.96666666667,40385.01666666667,40414.583333333336,40443.71666666667,29,26.05000000000291,29.566666666665697,84.75,Tuesday,0,0,58.64,0
29 00:39:16,29 00:40:31,29 00:47:14,29 01:05:37,357,3,10832,Palo Alto,True,32.54,0.0,1.22,0.0,40359.26666666667,40360.51666666667,40367.23333333333,40385.61666666667,29,1.25,6.716666666659876,26.349999999998545,Tuesday,0,0,32.54,0
29 00:40:16,29 00:41:00,29 01:01:36,29 01:15:33,425,205,8954,Palo Alto,True,21.71,0.0,0.72,0.0,40360.26666666667,40361.0,40381.6,40395.55,29,0.7333333333299379,20.599999999998545,35.28333333333285,Tuesday,0,0,21.71,0
29 00:40:51,29 00:42:43,29 00:53:28,29 01:18:16,395,10,10073,Palo Alto,True,23.94,0.0,0.82,0.0,40360.85,40362.71666666667,40373.46666666667,40398.26666666667,29,1.866666666668607,10.75,37.41666666667152,Tuesday,0,0,23.94,0
29 00:41:04,29 00:44:11,,29 01:05:20,264,378,196971,San Jose,True,45.15,6.0,1.8,0.0,40361.066666666666,40364.183333333334,,40385.333333333336,29,3.116666666668607,,24.266666666670062,Tuesday,0,0,45.15,0
29 00:41:22,29 01:00:46,29 01:20:41,29 01:37:34,168,355,42343,San Jose,True,40.64,0.0,0.0,0.0,40361.36666666667,40380.76666666667,40400.683333333334,40417.566666666666,29,19.400000000001455,19.91666666666424,56.19999999999709,Tuesday,0,0,40.64,0
29 00:41:31,29 00:42:32,29 00:51:21,29 01:27:46,156,68,11644,Palo Alto,True,29.27,0.0,3.21,0.0,40361.51666666667,40362.53333333333,40371.35,40407.76666666667,29,1.0166666666627862,8.816666666665697,46.25,Tuesday,0,0,29.27,0
29 00:42:23,29 00:42:35,29 00:52:29,29 01:38:19,320,8,2474,Palo Alto,True,38.08,0.0,1.9,0.0,40362.38333333333,40362.583333333336,40372.48333333333,40418.316666666666,29,0.20000000000436557,9.89999999999418,55.9333333333343,Tuesday,0,0,38.08,0
29 00:42:34,29 00:43:02,29 01:04:25,29 01:19:06,163,8,2332,Palo Alto,True,63.64,0.0,10.0,0.0,40362.566666666666,40363.03333333333,40384.416666666664,40399.1,29,0.46666666666715173,21.383333333331393,36.53333333333285,Tuesday,0,0,63.64,0
29 00:43:16,29 00:47:00,29 00:57:36,29 01:27:58,420,12,9811,Palo Alto,True,24.87,0.0,2.6,0.0,40363.26666666667,40367.0,40377.6,40407.96666666667,29,3.733333333329938,10.599999999998545,44.69999999999709,Tuesday,0,0,24.87,0
29 00:43:28,29 00:57:55,29 01:24:26,29 01:41:27,229,105,4551,Palo Alto,False,34.22,0.0,2.59,0.0,40363.46666666667,40377.916666666664,40404.433333333334,40421.45,29,14.44999999999709,26.516666666670062,57.98333333332994,Tuesday,0,0,34.22,0
29 00:43:41,29 00:47:01,,29 01:18:21,48,100,6406,Palo Alto,True,60.21,0.0,3.01,0.0,40363.683333333334,40367.01666666667,,40398.35,29,3.3333333333357587,,34.66666666666424,Tuesday,0,0,60.21,0
29 00:44:22,29 00:49:23,29 00:55:47,29 01:19:18,125,12,103659,Palo Alto,True,21.77,0.0,0.72,0.0,40364.36666666667,40369.38333333333,40375.78333333333,40399.3,29,5.016666666662786,6.400000000001455,34.9333333333343,Tuesday,0,0,21.77,0
29 00:44:23,29 01:27:14,,29 02:03:41,360,23,14189,Mountain View,False,100.4,0.0,5.02,0.0,40364.38333333333,40407.23333333333,,40443.683333333334,29,42.849999999998545,,79.30000000000291,Tuesday,0,0,100.4,0
29 00:44:41,29 01:01:14,29 01:36:47,29 02:38:50,227,143,61333,San Jose,True,88.87,0.0,13.33,0.0,40364.683333333334,40381.23333333333,40416.78333333333,40478.833333333336,29,16.549999999995634,35.55000000000291,114.15000000000146,Tuesday,0,0,88.87,0
29 00:45:14,29 00:49:20,29 00:53:39,29 01:13:04,60,9,196981,Palo Alto,True,39.17,6.0,3.05,0.0,40365.23333333333,40369.333333333336,40373.65,40393.066666666666,29,4.100000000005821,4.3166666666656965,27.83333333333576,Tuesday,0,0,39.17,0
29 00:45:15,29 00:46:18,29 00:56:04,29 01:15:46,222,8,991,Palo Alto,True,22.75,0.0,2.0,0.0,40365.25,40366.3,40376.066666666666,40395.76666666667,29,1.0500000000029104,9.766666666662786,30.516666666670062,Tuesday,0,0,22.75,0
29 00:45:23,29 01:25:25,29 02:17:10,29 02:36:37,398,46,12980,Mountain View,False,246.08,0.0,21.52,0.0,40365.38333333333,40405.416666666664,40457.166666666664,40476.61666666667,29,40.03333333333285,51.75,111.23333333333721,Tuesday,0,0,246.08,0
29 00:46:22,29 00:51:44,29 01:01:32,29 01:13:38,314,62,12857,Palo Alto,True,78.7,0.0,3.94,0.0,40366.36666666667,40371.73333333333,40381.53333333333,40393.63333333333,29,5.366666666661331,9.80000000000291,27.266666666662786,Tuesday,0,0,78.7,0
29 00:46:58,29 01:19:42,29 01:48:56,29 01:56:17,168,135,85449,San Jose,True,32.37,0.0,3.63,0.0,40366.96666666667,40399.7,40428.933333333334,40436.28333333333,29,32.73333333332994,29.233333333337214,69.3166666666657,Tuesday,0,0,32.37,0
29 00:47:28,29 00:54:54,29 01:08:54,29 02:03:17,428,8,1376,Palo Alto,True,126.41,0.0,4.0,0.0,40367.46666666667,40374.9,40388.9,40443.28333333333,29,7.4333333333343035,14.0,75.8166666666657,Tuesday,0,0,126.41,0
29 00:47:48,29 00:50:50,29 01:03:34,29 01:16:25,358,213,8969,Palo Alto,True,35.43,0.0,1.77,0.0,40367.8,40370.833333333336,40383.566666666666,40396.416666666664,29,3.0333333333328483,12.733333333329938,28.61666666666133,Tuesday,0,0,35.43,0
29 00:47:53,29 00:50:59,,29 01:26:14,242,100,98669,Palo Alto,True,89.03,0.0,3.81,0.0,40367.88333333333,40370.98333333333,,40406.23333333333,29,3.099999999998545,,38.349999999998545,Tuesday,0,0,89.03,0
29 00:48:13,29 00:54:01,29 00:58:28,29 01:24:57,413,12,1210,Palo Alto,True,25.52,0.0,2.69,0.0,40368.21666666667,40374.01666666667,40378.46666666667,40404.95,29,5.80000000000291,4.44999999999709,36.73333333332994,Tuesday,0,0,25.52,0
29 00:48:37,29 00:50:39,29 01:41:50,29 02:12:42,245,41,196975,Mountain View,True,83.16,6.0,4.16,0.0,40368.61666666667,40370.65,40421.833333333336,40452.7,29,2.0333333333328483,51.1833333333343,84.08333333332848,Tuesday,0,0,83.16,0
29 00:48:46,29 00:54:04,29 01:08:05,29 01:27:22,195,10,91497,Palo Alto,True,23.94,0.0,0.82,0.0,40368.76666666667,40374.066666666666,40388.083333333336,40407.36666666667,29,5.299999999995634,14.016666666670062,38.599999999998545,Tuesday,0,0,23.94,0
29 00:49:16,29 00:54:08,,29 01:32:24,214,96,230,Palo Alto,True,36.99,0.0,1.42,0.0,40369.26666666667,40374.13333333333,,40412.4,29,4.866666666661331,,43.13333333333139,Tuesday,0,0,36.99,0
29 00:49:26,29 01:14:07,29 01:37:24,29 01:54:55,407,138,14086,San Jose,True,21.71,0.0,3.26,0.0,40369.433333333334,40394.11666666667,40417.4,40434.916666666664,29,24.683333333334303,23.28333333333285,65.48333333332994,Tuesday,0,0,21.71,0
29 00:49:43,29 01:11:17,29 01:46:32,29 01:57:52,317,308,63437,San Jose,True,25.17,0.0,2.63,0.0,40369.71666666667,40391.28333333333,40426.53333333333,40437.86666666667,29,21.566666666665697,35.25,68.15000000000146,Tuesday,0,0,25.17,0
29 00:50:05,29 01:11:07,29 01:46:15,29 02:11:06,397,181,194747,San Jose,True,52.16,0.0,5.22,6.0,40370.083333333336,40391.11666666667,40426.25,40451.1,29,21.03333333333285,35.13333333333139,81.01666666666279,Tuesday,0,0,46.16,0
29 00:51:11,29 00:54:17,29 01:11:26,29 01:33:50,229,78,6047,Palo Alto,True,97.57,0.0,8.42,0.0,40371.183333333334,40374.28333333333,40391.433333333334,40413.833333333336,29,3.099999999998545,17.150000000001455,42.650000000001455,Tuesday,0,0,97.57,0
29 00:51:59,29 00:54:37,29 01:27:16,29 01:47:22,427,316,196932,San Jose,True,38.7,6.0,5.81,0.0,40371.98333333333,40374.61666666667,40407.26666666667,40427.36666666667,29,2.633333333338669,32.650000000001455,55.38333333333867,Tuesday,0,0,38.7,0
29 00:52:14,29 00:56:43,29 01:07:23,29 01:31:17,370,227,1473,Palo Alto,True,36.32,0.0,1.82,0.0,40372.23333333333,40376.71666666667,40387.38333333333,40411.28333333333,29,4.483333333337214,10.666666666664241,39.05000000000291,Tuesday,0,0,36.32,0
29 00:53:12,29 01:16:39,29 01:29:44,29 01:55:48,297,57,196994,Mountain View,True,72.17,6.0,3.04,0.0,40373.2,40396.65,40409.73333333333,40435.8,29,23.450000000004366,13.083333333328483,62.60000000000582,Tuesday,0,0,72.17,0
29 00:54:05,29 01:02:00,29 01:41:30,29 02:02:20,264,400,55823,San Jose,True,42.92,0.0,4.29,0.0,40374.083333333336,40382.0,40421.5,40442.333333333336,29,7.916666666664241,39.5,68.25,Tuesday,0,0,42.92,0
29 00:54:42,29 00:57:23,29 01:28:27,29 01:52:27,320,5,18892,Palo Alto,True,26.66,0.0,0.0,0.0,40374.7,40377.38333333333,40408.45,40432.45,29,2.6833333333343035,31.066666666665697,57.75,Tuesday,0,0,26.66,0
29 00:55:20,29 00:57:32,29 01:08:59,29 01:22:51,267,9,11316,Palo Alto,True,58.64,0.0,0.0,0.0,40375.333333333336,40377.53333333333,40388.98333333333,40402.85,29,2.1999999999970896,11.44999999999709,27.516666666662786,Tuesday,0,0,58.64,0
29 00:55:38,29 00:58:03,29 01:07:25,29 01:43:55,327,200,8086,Palo Alto,True,24.22,0.0,1.21,0.0,40375.63333333333,40378.05,40387.416666666664,40423.916666666664,29,2.4166666666715173,9.366666666661331,48.28333333333285,Tuesday,0,0,24.22,0
29 00:55:54,29 00:59:00,29 01:05:43,29 01:32:54,84,19,10512,Palo Alto,True,52.76,0.0,6.45,0.0,40375.9,40379.0,40385.71666666667,40412.9,29,3.099999999998545,6.716666666667152,37.0,Tuesday,0,0,52.76,0
29 00:55:57,29 00:57:52,29 01:04:26,29 01:31:04,401,9,25260,Palo Alto,True,31.5,0.0,1.17,0.0,40375.95,40377.86666666667,40384.433333333334,40411.066666666666,29,1.9166666666715173,6.5666666666656965,35.11666666666861,Tuesday,0,0,31.5,0
29 00:56:12,29 01:00:31,29 01:16:18,29 01:37:42,101,39,196983,Mountain View,True,71.14,6.0,2.99,0.0,40376.2,40380.51666666667,40396.3,40417.7,29,4.3166666666729725,15.783333333332848,41.5,Tuesday,0,0,71.14,0
29 00:57:09,29 00:59:42,29 01:06:52,29 01:24:40,308,83,8315,Palo Alto,True,15.19,0.0,1.52,0.0,40377.15,40379.7,40386.86666666667,40404.666666666664,29,2.5499999999956344,7.166666666671517,27.516666666662786,Tuesday,0,0,15.19,0
29 00:59:01,29 00:59:47,29 01:18:59,29 01:56:17,430,20,7332,Palo Alto,True,16.33,0.0,0.95,0.0,40379.01666666667,40379.78333333333,40398.98333333333,40436.28333333333,29,0.7666666666627862,19.19999999999709,57.266666666662786,Tuesday,0,0,16.33,0
29 01:01:28,29 01:03:54,29 01:15:13,29 01:41:48,402,370,10311,Mountain View,True,75.82,0.0,3.21,0.0,40381.46666666667,40383.9,40395.21666666667,40421.8,29,2.4333333333343035,11.316666666665697,40.33333333333576,Tuesday,0,0,75.82,1
29 01:01:49,29 01:21:44,29 01:34:45,29 02:04:39,398,87,1388,Mountain View,True,136.14,0.0,5.7,0.0,40381.816666666666,40401.73333333333,40414.75,40444.65,29,19.91666666666424,13.016666666670062,62.83333333333576,Tuesday,0,0,136.14,1
29 01:02:56,29 01:17:35,29 01:30:09,29 01:50:04,399,330,38941,San Jose,True,35.85,0.0,1.37,0.0,40382.933333333334,40397.583333333336,40410.15,40430.066666666666,29,14.650000000001455,12.566666666665697,47.13333333333139,Tuesday,0,0,35.85,1
29 01:03:03,29 01:12:33,29 01:16:07,29 01:43:07,194,6,1590,Palo Alto,True,19.59,0.0,0.98,0.0,40383.05,40392.55,40396.11666666667,40423.11666666667,29,9.5,3.5666666666656965,40.0666666666657,Tuesday,0,0,19.59,1
29 01:03:10,29 01:07:12,29 01:13:55,29 01:47:45,147,8,13902,Palo Alto,True,59.12,0.0,4.88,0.0,40383.166666666664,40387.2,40393.916666666664,40427.75,29,4.033333333332848,6.716666666667152,44.58333333333576,Tuesday,0,0,59.12,1
29 01:03:26,29 01:17:23,29 01:21:56,29 01:46:40,360,122,13713,Mountain View,True,48.74,0.0,5.0,0.0,40383.433333333334,40397.38333333333,40401.933333333334,40426.666666666664,29,13.94999999999709,4.55000000000291,43.23333333332994,Tuesday,0,0,48.74,1
29 01:03:56,29 01:17:46,29 01:32:51,29 01:52:16,145,86,41136,Mountain View,True,31.26,0.0,3.48,0.0,40383.933333333334,40397.76666666667,40412.85,40432.26666666667,29,13.833333333335759,15.083333333328483,48.33333333333576,Tuesday,0,0,31.26,1
29 01:04:42,29 01:38:12,29 02:13:27,29 02:23:41,147,9,14,Palo Alto,False,47.27,0.0,3.79,0.0,40384.7,40418.2,40453.45,40463.683333333334,29,33.5,35.25,78.98333333333721,Tuesday,0,0,47.27,1
29 01:05:10,29 01:06:45,29 01:56:01,29 02:15:38,227,316,6792,San Jose,True,31.51,0.0,1.58,0.0,40385.166666666664,40386.75,40436.01666666667,40455.63333333333,29,1.5833333333357587,49.26666666667006,70.46666666666715,Tuesday,0,0,31.51,1
29 01:06:02,29 01:06:25,29 01:49:32,29 02:00:07,357,10,3512,Palo Alto,True,68.97,0.0,2.89,0.0,40386.03333333333,40386.416666666664,40429.53333333333,40440.11666666667,29,0.3833333333313931,43.11666666666861,54.08333333333576,Tuesday,0,0,68.97,1
29 01:07:48,29 01:11:59,,29 01:53:18,215,28,197043,Palo Alto,True,40.09,6.0,4.7,0.0,40387.8,40391.98333333333,,40433.3,29,4.1833333333270275,,45.5,Tuesday,0,0,40.09,1
29 01:08:00,29 01:16:10,29 01:42:14,29 02:09:24,370,220,1357,Palo Alto,True,23.35,0.0,0.79,0.0,40388.0,40396.166666666664,40422.23333333333,40449.4,29,8.166666666664241,26.066666666665697,61.400000000001455,Tuesday,0,0,23.35,1
29 01:08:33,29 01:25:41,29 01:43:40,29 02:08:12,97,62,1342,Mountain View,True,50.42,0.0,2.52,0.0,40388.55,40405.683333333334,40423.666666666664,40448.2,29,17.133333333331393,17.983333333329938,59.64999999999418,Tuesday,0,0,50.42,1
29 01:08:42,29 01:37:04,29 01:55:40,29 02:21:13,386,190,111484,San Jose,True,35.09,0.0,3.51,0.0,40388.7,40417.066666666666,40435.666666666664,40461.21666666667,29,28.366666666668607,18.599999999998545,72.51666666667006,Tuesday,0,0,35.09,1
29 01:09:44,29 01:20:33,29 01:47:37,29 02:11:06,391,143,192656,San Jose,True,90.01,6.0,3.86,0.0,40389.73333333333,40400.55,40427.61666666667,40451.1,29,10.816666666672972,27.066666666665697,61.36666666666861,Tuesday,0,0,90.01,1
29 01:10:19,29 01:16:30,29 01:22:54,29 01:42:29,291,76,5196,Palo Alto,True,50.37,0.0,2.52,0.0,40390.316666666666,40396.5,40402.9,40422.48333333333,29,6.1833333333343035,6.400000000001455,32.16666666666424,Tuesday,0,0,50.37,1
29 01:10:44,29 01:20:16,29 01:33:19,29 02:09:51,259,8,7003,Palo Alto,True,32.1,0.0,2.4,0.0,40390.73333333333,40400.26666666667,40413.316666666666,40449.85,29,9.533333333340124,13.049999999995634,59.11666666666861,Tuesday,0,0,32.1,1
29 01:11:38,29 01:30:15,29 01:30:24,29 01:53:41,274,87,40233,Mountain View,True,46.78,0.0,2.34,0.0,40391.63333333333,40410.25,40410.4,40433.683333333334,29,18.616666666668607,0.1500000000014552,42.05000000000291,Tuesday,0,0,46.78,1
29 01:11:52,29 01:16:48,29 01:22:58,29 01:37:52,60,205,13680,Palo Alto,True,30.9,0.0,1.55,0.0,40391.86666666667,40396.8,40402.96666666667,40417.86666666667,29,4.9333333333343035,6.166666666664241,26.0,Tuesday,0,0,30.9,1
29 01:12:57,29 01:23:29,29 02:01:01,29 02:16:11,399,201,14203,San Jose,True,52.28,0.0,2.61,0.0,40392.95,40403.48333333333,40441.01666666667,40456.183333333334,29,10.533333333332848,37.533333333340124,63.233333333337214,Tuesday,0,0,52.28,1
29 01:13:47,29 01:25:51,29 02:02:32,29 02:18:11,317,302,71100,San Jose,True,48.84,0.0,2.44,0.0,40393.78333333333,40405.85,40442.53333333333,40458.183333333334,29,12.066666666665697,36.6833333333343,64.40000000000146,Tuesday,0,0,48.84,1
29 01:13:49,29 01:16:56,29 01:32:02,29 01:54:48,425,5,8000,Palo Alto,True,97.25,0.0,0.0,0.0,40393.816666666666,40396.933333333334,40412.03333333333,40434.8,29,3.116666666668607,15.099999999998545,40.983333333337214,Tuesday,0,0,97.25,1
29 01:14:41,29 01:32:59,29 01:57:49,29 02:17:06,427,295,68803,San Jose,True,28.29,0.0,2.04,0.0,40394.683333333334,40412.98333333333,40437.816666666666,40457.1,29,18.299999999995634,24.83333333333576,62.41666666666424,Tuesday,0,0,28.29,1
29 01:14:59,29 01:18:39,29 01:25:34,29 01:43:01,340,83,640,Palo Alto,True,21.12,0.0,1.39,0.0,40394.98333333333,40398.65,40405.566666666666,40423.01666666667,29,3.6666666666715173,6.916666666664241,28.033333333340124,Tuesday,0,0,21.12,1
29 01:15:24,29 01:35:28,29 01:51:24,29 02:20:09,101,76,6286,Mountain View,True,55.86,0.0,4.58,0.0,40395.4,40415.46666666667,40431.4,40460.15,29,20.066666666665697,15.933333333334303,64.75,Tuesday,0,0,55.86,1
29 01:15:30,29 01:44:33,,29 02:30:15,131,194,78733,San Jose,True,42.43,0.0,1.67,0.0,40395.5,40424.55,,40470.25,29,29.05000000000291,,74.75,Tuesday,0,0,42.43,1
29 01:15:41,29 01:24:59,29 01:53:33,29 02:14:04,214,86,1374,Palo Alto,True,22.35,0.0,0.75,0.0,40395.683333333334,40404.98333333333,40433.55,40454.066666666666,29,9.299999999995634,28.566666666672972,58.38333333333139,Tuesday,0,0,22.35,1
29 01:15:50,29 01:19:37,,29 02:21:12,358,68,71801,Palo Alto,True,33.08,0.0,3.73,0.0,40395.833333333336,40399.61666666667,,40461.2,29,3.7833333333328483,,65.36666666666133,Tuesday,0,0,33.08,1
29 01:15:53,29 01:47:32,,29 02:21:03,399,201,197072,San Jose,True,22.51,6.0,1.13,0.0,40395.88333333333,40427.53333333333,,40461.05,29,31.650000000001455,,65.16666666667152,Tuesday,0,0,22.51,1
29 01:15:59,29 01:38:34,29 01:49:02,29 02:12:12,154,360,3261,Palo Alto,True,144.57,0.0,6.09,0.0,40395.98333333333,40418.566666666666,40429.03333333333,40452.2,29,22.58333333333576,10.466666666667152,56.21666666666715,Tuesday,0,0,144.57,1
29 01:16:16,29 01:42:22,29 01:50:19,29 02:02:54,402,43,49179,Mountain View,True,16.88,0.0,1.5,0.0,40396.26666666667,40422.36666666667,40430.316666666666,40442.9,29,26.099999999998545,7.94999999999709,46.63333333333139,Tuesday,0,0,16.88,1
29 01:16:57,29 01:44:57,,29 02:29:39,168,300,14532,San Jose,True,49.44,0.0,4.94,0.0,40396.95,40424.95,,40469.65,29,28.0,,72.70000000000437,Tuesday,0,0,49.44,1
29 01:17:08,29 01:45:25,29 02:07:56,29 02:26:16,117,248,5339,Mountain View,True,49.94,0.0,6.06,0.0,40397.13333333333,40425.416666666664,40447.933333333334,40466.26666666667,29,28.28333333333285,22.516666666670062,69.13333333333867,Tuesday,0,0,49.94,1
29 01:18:04,29 01:38:44,29 01:51:46,29 02:17:31,36,325,59693,San Jose,True,70.05,0.0,5.89,0.0,40398.066666666666,40418.73333333333,40431.76666666667,40457.51666666667,29,20.66666666666424,13.033333333340124,59.450000000004366,Tuesday,0,0,70.05,1
29 01:18:10,29 01:20:57,29 01:30:20,29 01:51:37,365,233,26303,Palo Alto,True,26.11,0.0,0.92,0.0,40398.166666666664,40400.95,40410.333333333336,40431.61666666667,29,2.7833333333328483,9.383333333338669,33.450000000004366,Tuesday,0,0,26.11,1
29 01:18:12,29 01:23:11,,29 02:04:39,308,324,196747,Palo Alto,True,105.29,6.0,5.26,0.0,40398.2,40403.183333333334,,40444.65,29,4.983333333337214,,46.450000000004366,Tuesday,0,0,105.29,1
29 01:18:22,29 01:21:53,,29 02:04:11,358,72,51889,Palo Alto,True,43.99,0.0,3.48,0.0,40398.36666666667,40401.88333333333,,40444.183333333334,29,3.516666666662786,,45.8166666666657,Tuesday,0,0,43.99,1
29 01:18:28,29 01:21:35,29 01:37:32,29 02:01:12,340,14,9682,Palo Alto,True,50.04,0.0,5.0,0.0,40398.46666666667,40401.583333333336,40417.53333333333,40441.2,29,3.116666666668607,15.94999999999709,42.73333333332994,Tuesday,0,0,50.04,1
29 01:19:13,29 01:46:40,29 01:55:00,29 02:17:10,87,251,15647,Mountain View,True,78.7,0.0,10.02,0.0,40399.21666666667,40426.666666666664,40435.0,40457.166666666664,29,27.44999999999709,8.333333333335759,57.94999999999709,Tuesday,0,0,78.7,1
29 01:19:18,29 01:51:25,,29 02:32:18,407,195,14346,San Jose,True,49.45,0.0,1.99,0.0,40399.3,40431.416666666664,,40472.3,29,32.11666666666133,,73.0,Tuesday,0,0,49.45,1
29 01:19:41,29 01:24:29,29 01:47:28,29 01:56:14,222,63,190380,Palo Alto,True,43.47,0.0,1.72,0.0,40399.683333333334,40404.48333333333,40427.46666666667,40436.23333333333,29,4.799999999995634,22.983333333337214,36.549999999995634,Tuesday,0,0,43.47,1
29 01:20:08,29 01:49:03,29 02:01:40,29 02:34:33,145,77,197075,Mountain View,True,28.67,6.0,1.04,0.0,40400.13333333333,40429.05,40441.666666666664,40474.55,29,28.916666666671517,12.616666666661331,74.41666666667152,Tuesday,0,0,28.67,1
29 01:20:51,29 01:26:57,29 01:31:28,29 01:51:48,125,19,67112,Palo Alto,True,50.48,0.0,5.05,0.0,40400.85,40406.95,40411.46666666667,40431.8,29,6.099999999998545,4.516666666670062,30.950000000004366,Tuesday,0,0,50.48,1
29 01:22:09,29 01:28:43,,29 02:31:51,358,79,178,Palo Alto,True,32.6,0.0,1.63,0.0,40402.15,40408.71666666667,,40471.85,29,6.5666666666656965,,69.69999999999709,Tuesday,0,0,32.6,1
